"REF_DATE","GEO","DGUID","Household type including census family structure (11)","Household size (7)","Number of earners in household (6)","Ages of household members (18)","Household total income groups (22)","Year (2)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Cape Breton (CA), N.S.","2021S0504225","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2020","","0","units","0","","11.1.1.1.7.22.1","62000","","","","0"
"2021","Cape Breton (CA), N.S.","2021S0504225","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2015","","0","units","0","","11.1.1.1.7.22.2","57200","","","","0"
"2021","Cape Breton (CA), N.S.","2021S0504225","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2020","","0","units","0","","11.1.1.1.13.1.1","43800","","","","0"
"2021","Cape Breton (CA), N.S.","2021S0504225","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2015","","0","units","0","","11.1.1.1.13.1.2","43080","","","","0"
"2021","Cape Breton (CA), N.S.","2021S0504225","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2020","","0","units","0","","11.1.1.1.13.22.1","62000","","","","0"
"2021","Cape Breton (CA), N.S.","2021S0504225","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2015","","0","units","0","","11.1.1.1.13.22.2","57200","","","","0"
"2021","Halifax (CMA), N.S.","2021S0503205","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2020","","0","units","0","","12.1.1.1.1.1.1","201135","","","","0"
"2021","Halifax (CMA), N.S.","2021S0503205","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2015","","0","units","0","","12.1.1.1.1.1.2","182885","","","","0"
"2021","Halifax (CMA), N.S.","2021S0503205","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2020","","0","units","0","","12.1.1.1.1.22.1","81000","","","","0"
"2021","Halifax (CMA), N.S.","2021S0503205","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2015","","0","units","0","","12.1.1.1.1.22.2","75500","","","","0"
"2021","Halifax (CMA), N.S.","2021S0503205","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2020","","0","units","0","","12.1.1.1.7.1.1","201135","","","","0"
"2021","Halifax (CMA), N.S.","2021S0503205","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2015","","0","units","0","","12.1.1.1.7.1.2","182885","","","","0"
"2021","Halifax (CMA), N.S.","2021S0503205","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2020","","0","units","0","","12.1.1.1.7.22.1","81000","","","","0"
